,create_at,text,hashtag,retweet_count,favourite_count,user,geo,id
14,2023-08-28 00:00:01+00:00,"จงอนุญาตให้ภรรยา
ได้สื่อสารในสิ่งที่เขาคิด
ให้เขาได้พูดในสิ่งที่เขารู้สึก
.
รักและห่วงใย
โค้ชอาดินันท์
......................
#ซึมเศร้า #ความรัก #คู่ชีวิต #coachadinan https://t.co/go5y95RQQt",,,,Coach_Adinan,,1607594591179661312
15,2023-08-27 21:41:16+00:00,RT @HavingSexAt: คนรักกัน ถ้าศีลไม่เสมอกัน สุดท้ายมันต้องจบลงอยู่ดี แต่แปลกที่เรายอมลดความดีลงเพื่อให้ได้อยู่ด้วยกันนานๆ บางครั้งก็แอบคิดว่…,,,,gogo1232540,,1657217089218965504
16,2023-08-27 21:13:15+00:00,RT @am2024444: 🌊🫧 #17ปี #ลูกครึ่งอังกฤษ #สภาพจิตใจติดลบ #ซึมเศร้า  ✌🏼 https://t.co/uqYRTZyP2Z,,,,Boy02576064,,1200020695708626946
17,2023-08-27 21:05:24+00:00,🌊🫧 #17ปี #ลูกครึ่งอังกฤษ #สภาพจิตใจติดลบ #ซึมเศร้า  ✌🏼 https://t.co/uqYRTZyP2Z,,,,am2024444,,1509882189156327426
18,2023-08-27 18:56:52+00:00,"RT @AAowase: หายไปนาน..กับอาการดิ่ง
ไม่รู้จะเรียกว่าดิ่งได้มั้ย แต่แค่รู้สึกเหนื่อยกับทุกอย่าง ท้อแท้กับชีวิต จนคิดว่าไม่น่าเกิดมาเป็นคนเลย…",,,,Hu68833187,,1585519189657124864
19,2023-08-27 18:56:27+00:00,RT @HavingSexAt: คนรักกัน ถ้าศีลไม่เสมอกัน สุดท้ายมันต้องจบลงอยู่ดี แต่แปลกที่เรายอมลดความดีลงเพื่อให้ได้อยู่ด้วยกันนานๆ บางครั้งก็แอบคิดว่…,,,,hrrmchti13,,1569843303440613377
20,2023-08-27 18:23:50+00:00,"คนรักกัน ถ้าศีลไม่เสมอกัน สุดท้ายมันต้องจบลงอยู่ดี แต่แปลกที่เรายอมลดความดีลงเพื่อให้ได้อยู่ด้วยกันนานๆ บางครั้งก็แอบคิดว่าเราไม่รักตัวเองเลย เราอยู่ในจุดที่ชั้งใจว่าจะไปทางไหนดี แล้วเราก็เผลอคิดขึ้นมาได้ว่าอยากเป็นคนเดิมที่ดีกว่านี้ 😮‍💨
#ความรัก #ซึมเศร้า #คิดมาก",,,,HavingSexAt,,1606125079577776128
21,2023-08-27 17:27:32+00:00,"RT @Manoy_c9: ; ตอนที่หลับสนิท อาจเป็นตอนที่มีความสุขที่สุดในชีวิตก็ได้ เพราะไม่ต้องรับรู้อะไร ;(
#ซึมเศร้า #ซึมเศร้าเพื่อนรัก #โรคซึมเศร้า",,,,Khunsbilly,,1563889891200548864
22,2023-08-27 15:36:40+00:00,"RT @chewycloudbake: 🙏🏼ใครเห็นฝาก rt หน่อยนะคะ

พร้อมส่ง #ขนมโฮมเมด อร่อยจริง!🪄
รอบส่งภายใน 1-2 วัน #อร่อยบอกต่อ ต้องลอง!
🧈ใช้เนยแท้ 100% แล…",,,,fxsriq0c,,1390333217996115972
23,2023-08-27 14:46:57+00:00,"RT @chewycloudbake: 🙏🏼ใครเห็นฝาก rt หน่อยนะคะ

พร้อมส่ง #ขนมโฮมเมด อร่อยจริง!🪄
รอบส่งภายใน 1-2 วัน #อร่อยบอกต่อ ต้องลอง!
🧈ใช้เนยแท้ 100% แล…",,,,promsan_,,1243735391363928064
24,2023-08-27 13:35:29+00:00,"RT @chewycloudbake: 🙏🏼ใครเห็นฝาก rt หน่อยนะคะ

พร้อมส่ง #ขนมโฮมเมด อร่อยจริง!🪄
รอบส่งภายใน 1-2 วัน #อร่อยบอกต่อ ต้องลอง!
🧈ใช้เนยแท้ 100% แล…",,,,_apeach1,,1018012023152496640
25,2023-08-27 13:30:57+00:00,"ถ้าไม่รักกันก็แค่บอกตรงๆ อย่าแสดงออกด้วยความเฉยฉาเลย...

#โรคซึมเศร้า #ร้องไห้ #เหงา #เสียใจ #ซึมเศร้า",,,,Against2212,,1677176816350683136
26,2023-08-27 13:17:57+00:00,"RT @chewycloudbake: 🙏🏼ใครเห็นฝาก rt หน่อยนะคะ

พร้อมส่ง #ขนมโฮมเมด อร่อยจริง!🪄
รอบส่งภายใน 1-2 วัน #อร่อยบอกต่อ ต้องลอง!
🧈ใช้เนยแท้ 100% แล…",,,,KodyWan1,,1170978281283153925
27,2023-08-27 12:58:26+00:00,"RT @chewycloudbake: 🙏🏼ใครเห็นฝาก rt หน่อยนะคะ

พร้อมส่ง #ขนมโฮมเมด อร่อยจริง!🪄
รอบส่งภายใน 1-2 วัน #อร่อยบอกต่อ ต้องลอง!
🧈ใช้เนยแท้ 100% แล…",,,,Baebaeboor_,,1644299064174084097
28,2023-08-27 12:56:18+00:00,"RT @chewycloudbake: 🙏🏼ใครเห็นฝาก rt หน่อยนะคะ

พร้อมส่ง #ขนมโฮมเมด อร่อยจริง!🪄
รอบส่งภายใน 1-2 วัน #อร่อยบอกต่อ ต้องลอง!
🧈ใช้เนยแท้ 100% แล…",,,,MNMW0929,,1920020647
29,2023-08-27 12:52:06+00:00,"RT @chewycloudbake: 🙏🏼ใครเห็นฝาก rt หน่อยนะคะ

พร้อมส่ง #ขนมโฮมเมด อร่อยจริง!🪄
รอบส่งภายใน 1-2 วัน #อร่อยบอกต่อ ต้องลอง!
🧈ใช้เนยแท้ 100% แล…",,,,Afairyxbluebell,,1011795141194014720
30,2023-08-27 12:49:33+00:00,"RT @chewycloudbake: 🙏🏼ใครเห็นฝาก rt หน่อยนะคะ

พร้อมส่ง #ขนมโฮมเมด อร่อยจริง!🪄
รอบส่งภายใน 1-2 วัน #อร่อยบอกต่อ ต้องลอง!
🧈ใช้เนยแท้ 100% แล…",,,,zalmonnism,,973968299498205184
31,2023-08-27 12:49:01+00:00,"RT @chewycloudbake: 🙏🏼ใครเห็นฝาก rt หน่อยนะคะ

พร้อมส่ง #ขนมโฮมเมด อร่อยจริง!🪄
รอบส่งภายใน 1-2 วัน #อร่อยบอกต่อ ต้องลอง!
🧈ใช้เนยแท้ 100% แล…",,,,xxjpk_,,224981640
32,2023-08-27 12:46:42+00:00,"RT @chewycloudbake: 🙏🏼ใครเห็นฝาก rt หน่อยนะคะ

พร้อมส่ง #ขนมโฮมเมด อร่อยจริง!🪄
รอบส่งภายใน 1-2 วัน #อร่อยบอกต่อ ต้องลอง!
🧈ใช้เนยแท้ 100% แล…",,,,kdnniemirin,,1430464401891414022
33,2023-08-27 12:43:50+00:00,"🙏🏼ใครเห็นฝาก rt หน่อยนะคะ

พร้อมส่ง #ขนมโฮมเมด อร่อยจริง!🪄
รอบส่งภายใน 1-2 วัน #อร่อยบอกต่อ ต้องลอง!
🧈ใช้เนยแท้ 100% และวัตถุดิบคุณภาพดี
( #คุกกี้บราวนี่ #ซอฟต์คุกกี้ #ช็อคมิ้นต์ )

ซื้อ 5 ชิ้นขึ้นไป ค่าส่ง 29฿ ส่งทั่วประเทศ ♡
นำมาเป็นค่าใช้จ่ายในการหาหมอ #ซึมเศร้า และใช้หนี้ https://t.co/sLH7FclzMb",,,,chewycloudbake,,1438864976895090689
34,2023-08-27 12:33:19+00:00,"📍89 รวมส่ง📍
#ส่งต่อหนังสือ #ส่งต่อหนังสือมือสอง #ส่งต่อหนังสือสภาพดี #หนังสือมือสอง #หนังสือมือสองสภาพดี #หนังสือมือสองราคาถูก  #นวนิยาย #หนังสือวรรณกรรม #ซึมเศร้า https://t.co/GGIyTmh5h9",,,,idarariyouuu,,1267786264750641154
35,2023-08-27 12:25:26+00:00,บางครั้งแบบอารมณ์แย่มาก ทุรนทุราย หาทางออกไม่เจอ รู้สึกเหมือนตัวเองเป็นขี้ที่เปราะบาง และมองอะไรไม่เห็น โดดเดี่ยวอย่างไร้ที่ติ แต่บางครั้งก็หาย เพราะอะไร? #ซึมเศร้า,,,,pheuxn55536,,1686329920400842754
36,2023-08-27 10:33:10+00:00,"RT @chewycloudbake: 🙏🏼ใครเห็นฝาก rt หน่อยนะคะ

พร้อมส่ง #ขนมโฮมเมด อร่อยจริง!🪄
รอบส่งภายใน 1-2 วัน #อร่อยบอกต่อ ต้องลอง!
🧈ใช้เนยแท้ 100% แล…",,,,kuppuizq,,1161833598820876289
37,2023-08-27 06:55:38+00:00,"RT @Danita_Jeab: 𝐃𝐀𝐍𝐈𝐓𝐀 
#ความสุข #ความคิด #ชีวิต #ความรัก #ความหวัง #ความฝัน #อดีต #ปัจจุบัน #อนาคต #เวลา #ความรู้สึก #ความทรงจำ #รอยยิ้ม…",,,,Cecilia_5225,,1582811919899033600
38,2023-08-27 06:34:35+00:00,"#โรคซึมเศร้า มีสาเหตุจาก 3 ส่วนหลักที่พบในปัจจุบัน

-สมดุลเคมีในสมอง
-การใช้ชีวิต
-สภาพแวดล้อม

วิธีรักษา
-พบแพทย์รับยาปรับสมดุลเคมีในสมอง
-พบนักจิตบำบัดปรับ/เปลี่ยน รูปแบบความคิดและการใช้ชีวิต
-ปรับ/เปลี่ยน สภาพแวดล้อม(ถ้าทำได้)

ยาครึ่ง ตัวเราครึ่ง
#ซึมเศร้า #ซึมเศร้าเพื่อนรัก https://t.co/ExCVoq3s86",,,,BB99069295,,1098656375498989568
39,2023-08-27 05:06:31+00:00,#นครศรีธรรมราช #เม็ดเมา #ซึมเศร้า #เครียด #นอนไม่หลับ ปรึกษาได้นะครับ,,,,phong_petro12,,368318414
40,2023-08-27 05:00:36+00:00,"RT @Manoy_c9: สัญญาณที่บ่งบอกว่าเราเครียดมากเกินไป
- เงียบใส่คนอื่นแบบไม่รู้ตัว
- สุขกับอะไรไม่สุด 
- แม้กระทั่งสิ่งที่เราชอบก็ฮีลเราไม่ได้…",,,,pmn_npmnl,,1470663458832015362
41,2023-08-27 00:33:45+00:00,RT @kwxngnyy: ความรู้สึกของคนเป็นโรคซึมเศร้า มองโลกใบนี้ใจร้าย 😢 #ซึมเศร้า #แพนิค https://t.co/M8QnfW1dIG,,,,Bnn4487988,,1673253181525225473
42,2023-08-27 00:15:40+00:00,"RT @theblackmoonxx: 💌ถึงนิสิต/นักศึกษา..ที่มีอาการซึมเศร้า😔
วันนี้มาประชาสัมพันธ์โครงการดีๆ
อยากให้เข้าไปสมัครกันคะ 
-
💥ไม่มีค่าใช้จ่าย❕
#…",,,,Cynthia_4730,,1593625546092679168
43,2023-08-26 17:46:36+00:00,"RT @Manoy_c9: สัญญาณที่บ่งบอกว่าเราเครียดมากเกินไป
- เงียบใส่คนอื่นแบบไม่รู้ตัว
- สุขกับอะไรไม่สุด 
- แม้กระทั่งสิ่งที่เราชอบก็ฮีลเราไม่ได้…",,,,onlymeloneyme,,1031688932377812992
44,2023-08-26 16:37:03+00:00,"RT @chewycloudbake: 🙏🏼ใครเห็นฝาก rt หน่อยนะคะ

พร้อมส่ง #ขนมโฮมเมด อร่อยจริง!🪄
รอบส่งภายใน 1-2 วัน #อร่อยบอกต่อ ต้องลอง!
🧈ใช้เนยแท้ 100% แล…",,,,promsan_,,1243735391363928064
45,2023-08-26 16:36:18+00:00,"แนะนำค่ะร้านนี้บริการดี #เราสั่งบ่อยค่ะ
✅สั่งของคลิก https://t.co/Wnk1GN9wy1

#ไฮคูล #สายไฮ #พัทยา #สายตี้ #เห็ดวิเศษ #เห็ดเมา #ผงขาว #แป๊ะ #เฮโรอีน #กระดาษเมา #แอลเอสดี #หนมนอก #ยาอี #ไฮฉีด #กัญชา #สายเมา #กรุงเทพ #Bangkok #ไซคลี #จิตวิญญาณ #แพนิค #ซึมเศร้า 
#THC #ส่งต่อ #ไอซ์ https://t.co/FsPXalIGdn",,,,OkayPopper,,1693387292956917760
46,2023-08-26 15:42:00+00:00,คำให้กำลังใจ #กำลังใจ #สติกเกอร์ไลน์ #พาสเทล #สุ่มแจก #ไลน์สติกเกอร์ #ซึมเศร้า #Stickerline #สตก #อยู่ข้างๆเธอ #supporter #เลิฟยู #รับวาดรูป #digitalart https://t.co/61xXKArkwG https://t.co/b1uJQZaT1i,,,,paweeilluss,,1652670737092870146
47,2023-08-26 15:07:28+00:00,"พลังใจวันต่อวัน
หมดวันชาร์ตกันใหม่
○เหนื่อยมั้ย?
●เหนื่อยนะ
○มีวันไหนที่ไม่เหนื่อย?
●.....
○หวังอะไร?
●ให้ดีขึ้นจะได้เหนื่อยน้อยลงหน่อย
○ขอให้เหนื่อยน้อยลงเรื่อยๆนะ
●ขอบคุณนะตัวชั้นอีกคน

#โรคซึมเศร้า #ซึมเศร้า #ซึมเศร้าเพื่อนรัก https://t.co/V3tjeLdtXR",,,,BB99069295,,1098656375498989568
48,2023-08-26 14:42:52+00:00,"#เหงา 
#ซึมเศร้า",,,,keng91242080,,1012302738800037891
